tweet_id,intent,sub_stratum,bug_kw,customer_text
1027422,software_feature_defect,,True,"Hey, @BRAND! I realize it’s a small thing, but what’s with the random capitalization of letters while typing on the #iPhone with #iOS11? #keyboardfail #pleasefixit"
2894696,software_feature_defect,,True,Hey @BRAND fix this I️ glitch thing you rat bastards
2311852,software_feature_defect,,True,"@BRAND never have I ever wanted to say the word ""ducking"" why is that autocorrected EVERY SINGLE TIME"
1565192,software_feature_defect,,True,@BRAND can y’all PLEASE fix the issue with your keyboard and specific letters turning to symbols???
2255261,software_feature_defect,,True,@BRAND Now the A-box and question mark is the first suggested word. What the hell? https://t.co/VK9HwysvrQ
2683678,software_feature_defect,,True,"More #iOS 11.1.1 bugs @BRAND. When I tap the Camera icon in the Control Center, and my #iPhone is locked, I only see a black, blank screen.🙄 https://t.co/GaInycO1A7"
1451607,software_feature_defect,,True,Why these boxes poppin up when I️ say I️ 😒 hell goin on. My phone updated @BRAND
1857444,software_feature_defect,,True,@BRAND iPhone 6plus iOs11 lagging all the time. Using Google Keyboard cause is imposible to use Apple's one. We need an update!!!!!
1472770,software_feature_defect,,True,@BRAND can y’all fix this bug that’s messing up my keyboard. Every time “i go to type the letter i” it DOESNT WORK HELLLLLP
1583066,software_feature_defect,,True,I updated my phone and STILL keep seeing these damn squares with the question marks!!! @BRAND Please fix this !
2287263,software_feature_defect,,False,"@BRAND whenever i try to use safari it tells me to enter a keychain, I’ve gone through the process and it still won’t go away."
1125400,software_feature_defect,,False,"took me a while to figure it out, but it turns out i deleted my camera app last night and i don't know how to get it back. @BRAND help"
1573740,software_feature_defect,,False,Dawg this “I” button deal is pissing me tf off. @BRAND @BRAND
2035211,software_feature_defect,,False,I hate this iPhone update! My alarm clock doesn’t stay set. I have to remember to set my alarm every night now! @BRAND 🖕🏻🍎
545240,software_feature_defect,,False,"@BRAND on iOS 11.1.2, using the iPhone X. I’m not receiving Whatsapp notifications when the phone is locked. If I do it’s always late by exactly 3 minutes."
1813785,software_feature_defect,,False,"Hey, @BRAND, new Fotos I take woth my iPhone 8 don‘t get uploaded to iCloud.
It shows, that it uploads them, but it doesn‘t work…"
2583142,software_feature_defect,,False,@BRAND how do I stop my backspace key from popping off constantly 😩 https://t.co/TwaqWpqoMO
1552527,software_feature_defect,,False,@BRAND FIX THE MAPS APP PLEASE!!!! IT KEEPS GETTING ME LOST 🙄
2212946,software_feature_defect,,False,@BRAND I can’t update my phone bc it says my iPhone is still backing up. It’s been a week
2782057,software_feature_defect,,False,"#ios11 doing funky things to Maps when used with Podcasts — big delay in podcast when directions play, then my music comes on before I (sometimes) get back to the podcast I was listening to. Oh, and worse battery life. Well done, @BRAND @BRAND #iPhone7Plus"
1370395,software_feature_defect,,False,@BRAND iPhone 8 Notes shows Folders and Edit but won’t open or create anything. Suggestions? https://t.co/p0wJlFhdH3
2978335,software_feature_defect,,False,"Is @BRAND going to fix the #macOSHighSierra issues? New update barely reads any USB you plug in a mac, if it reads at all"
1300707,software_feature_defect,,False,"Y’all need to fix this iOS update, @BRAND. I’m getting real sick and tired of turning my WiFi off multiple times a day."
1160498,software_feature_defect,,False,Now phone calls are not getting silenced when do not disturb is switched on. Just great @BRAND ! #ios11 #iphone6s
1995723,software_feature_defect,,False,"Why does copying a text-only tweet from Twitter to the native Notes app or @USER no longer work in iOS 11.1, @BRAND? 🤔 #clipboard"
2972495,software_feature_defect,,False,I have a green line going through my iPhone X screen vertically. Any idea what it can be? Upset. 😠 @BRAND @BRAND
274967,software_feature_defect,,False,@BRAND WHAT THE FUCK IS “ I.T “ AND WHY CANT I SPELL it ...
2139921,software_feature_defect,,False,@BRAND has the screenshot editing feature included in iOS 11 been taken away from iOS 11.1?
320673,software_feature_defect,,False,@BRAND Just installed iOS 11.0.2 on my iPhone 6 and the photo app still refuses to edit the photos immediately. PLEASE FIX THIS BUG!!
2135688,software_feature_defect,,False,Why does my screen brightness adjust on its own when I have True Tone turned off?? @BRAND
1795999,software_feature_defect,,False,@BRAND after the iOS update my morning alarm stopped working and I was 1 hr late to work. Can you write a letter to my employer explaining?
1703006,software_feature_defect,,False,Ever since updating to iOS 11.1 my Watch only shows phone numbers and no names of contacts for iMessage notifications @BRAND
1906548,software_feature_defect,,False,@BRAND iPhone 7 Headphone connection is flawed. It constantly pauses what I am listening to if the chord gets moved very slightly.
2082904,software_feature_defect,,False,@BRAND haven’t been able to make a phone call since updating to iOS 11. Wtf
1371899,software_feature_defect,,False,@BRAND any ideas as to why my pen is no longer working with my iPad despite ensuring that it’s charged?
2692851,software_feature_defect,,False,@BRAND yo my back camera fucked up I think y’all sent me a defective phone
1524113,software_feature_defect,,False,I updated my phone and still seeing boxes. What’s up with that @BRAND!?
188494,software_feature_defect,,False,Anyone else notice the new #IOS roll out means you can’t control the volume of your alarm? Well done @BRAND @BRAND your R&amp;D sucks!
2921538,software_feature_defect,,False,@BRAND I need help regarding face ID on my iPhone X...
1895457,software_feature_defect,,False,"@BRAND Since the 11.0.3 update, my ipad screen is so dark! I can barely read it during the day even on the brightest setting."
2060125,software_feature_defect,,False,@BRAND my iPhone no longer connects via USB ever since I updated to iOS 11. My music is VERY important to me. Can you guys fix this?
742546,software_feature_defect,,False,"So I finally went to do the iPhone update... My phone freezes verifying the update, I can't force restart it or hard reset it @BRAND"
2016335,software_feature_defect,,False,"@BRAND ios11 made my phone get stuck in reboot loops, now can’t make any phone calls in 11.1. No Genius Bar appts. Appalling."
587004,software_feature_defect,,False,@BRAND my iPhone X for (4) days now will not turn on. It is stuck on boot (Apple logo). Have tried entering DFU and hard reset with no response. It will flash the logo on and off about 30 times. Itunes doesnt recognize it. Please help
2005377,software_feature_defect,,False,@BRAND my apple music won’t load and it keeps crashing
1905442,software_feature_defect,,False,"On my new iPhone 8, every time I try to use the crop tool in Photos it crashes! Anyone have this problem? What's up @BRAND??"
2709963,software_feature_defect,,False,My pictures taking to long to update @BRAND ☹️
1813793,software_feature_defect,,False,New IOS Update apparently doesn’t let me pause music outside of the app. Wth @BRAND ? @USER https://t.co/Rc7uy7ysud
2078114,software_feature_defect,,False,"@BRAND Hi, In “Files” (iOS11.0.2) I can access Google Drive or Dropbox over cellular but iCloud Drive doesen’t update or download"
693972,software_feature_defect,,False,"Bug still available in status bar. IOS 11.1.2 Developer iPhone 6 plus
@BRAND https://t.co/cziqLhMMaZ"
1976012,software_feature_defect,,False,@BRAND WHY DID ALL MY CONTACTS JUST GET DELETED
2302322,software_feature_defect,,False,"Why are the music control buttons not working anymore after the update, @BRAND FIX THIS!"
2911752,software_feature_defect,,False,@BRAND why won’t my iOS update it has enough storage https://t.co/FlcNPhyh3P
621804,software_feature_defect,,False,"can switch off automatic brightness? can't stand the screen changing as I look at it, makes me dizzy @BRAND 😰 😵 https://t.co/xQoPX1mhno"
1837040,software_feature_defect,,False,@BRAND iOS 11 has endless bugs. For example when you send a text the data entry box disappears /cannot continue thread. And many more! Help.
1813719,software_feature_defect,,False,@BRAND my alarm won’t sound if my ringer is off ever since the iOS 11... so now I have to sleep with my ringer on? 🤷🏽‍♂️
875145,software_feature_defect,,False,When is @BRAND going to fix their #voicemail app? It hasn't been fully functional for YEARS. @BRAND
2128185,software_feature_defect,,False,"How the F*#@ cant @BRAND not fix this ""I"" A issue. So annoying! #Apple"
2146590,software_feature_defect,,False,Ughhhh my phone keeps freezing &amp; restarting. I turn my WiFi off then randomly it turns itself on I hate this new iOS; please fix these bugs @BRAND @BRAND
1698419,software_feature_defect,,False,@BRAND why isn’t my phone connecting to WiFi?? 😫
1795487,software_feature_defect,,False,@BRAND iOS 11.0.2 opening Music Player automatically while on lock screen and playing ghost tune on both iPhone and Watch
1048067,software_feature_defect,,False,Dear @BRAND @BRAND my iPhone 6plus keeps dropping calls (call failed). I executed all updates. Please advise.
2305962,software_feature_defect,,False,"@BRAND my MacBook Pro is getting stuck at start up. Apple icon is blue with yellow around it, and can see a few lines - amy ideas? Or a fix? #help"
2892015,software_feature_defect,,False,"Hey @BRAND since the iOS 11.1.2 update, every time I open @USER app the screen is completely black then the app shuts down. Is there a fix? #AppleSupport #AppleMusic"
1748863,software_feature_defect,,False,@BRAND your software is still broken in the music 🎶 section
2138897,software_feature_defect,,False,@BRAND podcast app force closing each time I try to open it. Wasn’t doing that this morning. Restarted my phone and still not working.
1957446,software_feature_defect,,False,I can't even update my iPhone every time I do it's telling me about I don't have internet connection or an error 🤔 @BRAND
